"Video ID",Title,"View Count","Has Regional Restrictions?"
XqZsoesa55w,"Baby Shark Dance | #babyshark Most Viewed Video | Animal Songs | PINKFONG Songs for Children","10,308,399,700",0
kJQP7kiw5Fk,"Luis Fonsi - Despacito ft. Daddy Yankee","7,773,599,463",0
F4tHL8reNCs,"Johny Johny Yes Papa 👶 THE BEST Song for Children | LooLoo Kids","6,222,669,503",0
JGwWNGJdvx8,"Ed Sheeran - Shape of You (Official Music Video)","5,641,680,704",0
RgKAFK5djSk,"Wiz Khalifa - See You Again ft. Charlie Puth [Official Video] Furious 7 Soundtrack","5,437,737,787",0
WRVsOCh907o,"Bath Song | CoComelon Nursery Rhymes & Kids Songs","5,084,348,403",0
hq3yfQnllfQ,"Phonics Song with TWO Words - A For Apple - ABC Alphabet Songs with Sounds for Children","4,504,001,585",0
OPf0YbXqDm0,"Mark Ronson - Uptown Funk (Official Video) ft. Bruno Mars","4,488,776,244",0
KYniUCGPGLs,"Маша и Медведь (Masha and The Bear) - Маша плюс каша (17 Серия)","4,486,713,149",0
9bZkp7q19f0,"PSY - GANGNAM STYLE(강남스타일) M/V","4,360,320,834",0
FzG4uDgje3M,"El Chombo - Dame Tu Cosita feat. Cutty Ranks (Official Video) [Ultra Music]","3,880,973,079",0
e_04ZrNroTo,"Wheels on the Bus | CoComelon Nursery Rhymes & Kids Songs","3,777,256,804",0
09R8_2nJtjg,"Maroon 5 - Sugar (Official Music Video)","3,656,342,243",0
CevxZvSJLk8,"Katy Perry - Roar (Official)","3,537,669,083",0
hT_nvWreIhg,"OneRepublic - Counting Stars (Official Music Video)","3,524,801,673",0
fRh_vgS2dFE,"Justin Bieber - Sorry (PURPOSE : The Movement)","3,520,206,198",0
lp-EO5I60KA,"Ed Sheeran - Thinking Out Loud (Official Music Video)","3,416,138,280",0
k85mRPqvMbE,"Crazy Frog - Axel F (Official Video)","3,262,550,778",0
aJOTlE1K90k,"Maroon 5 - Girls Like You ft. Cardi B (Official Music Video)","3,247,963,451",1
60ItHLz5WEA,"Alan Walker - Faded","3,243,976,760",0
0KSOMA3QBU0,"Katy Perry - Dark Horse (Official) ft. Juicy J","3,234,918,086",0
RBumgq5yVrA,"Passenger | Let Her Go (Official Video)","3,186,805,833",0
NUsoVlDFqZg,"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona (Español)","3,174,814,621",0
YqeW9_5kURI,"Major Lazer & DJ Snake - Lean On (feat. MØ) (Official Music Video)","3,174,206,519",0
MR5XSOdjKMA,"Baa Baa Black Sheep | CoComelon Nursery Rhymes & Kids Songs","3,161,705,178",0
nfWlot6h_JM,"Taylor Swift - Shake It Off","3,150,172,625",0
2Vv-BfVoq4g,"Ed Sheeran - Perfect (Official Music Video)","3,110,146,079",0
pRpeEdMmmQ0,"Shakira - Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cup™ Song)","3,079,137,571",0
wnJ6LuUFpMo,"J Balvin, Willy William - Mi Gente (Official Video)","3,051,088,405",0
YQHsXMglC9A,"Adele - Hello","2,956,169,633",0
e-ORhEE9VVg,"Taylor Swift - Blank Space","2,943,390,361",0
3bLfzgZ-wO8,"लकड़ी की काठी | Lakdi ki kathi | Popular Hindi Children Songs | Animated Songs by JingleToons","2,902,324,633",0
138nNxXUJXw,"Humpty the Train on a Fruits Ride | हम्प्टी ट्रैन और उसके फल दोस्तों से मिलिए  | Kiddiestv Hindi","2,894,805,970",0
3AtDnEC4zak,"Charlie Puth - We Don't Talk Anymore (feat. Selena Gomez) [Official Video]","2,791,219,623",0
astISOttCQ0,"The Gummy Bear Song - Long English Version","2,789,866,726",0
PT2_F-1esPk,"The Chainsmokers - Closer (Lyric) ft. Halsey","2,786,371,258",0
L0MK7qz13bU,"FROZEN | Let It Go Sing-along | Official Disney UK","2,775,272,722",0
EGymN-Lc87M,"Old MacDonald Had a Farm - Kids nursery rhymes","2,730,102,791",0
6Mgqbai3fKo,"Shakira - Chantaje (Official Video) ft. Maluma","2,716,757,858",1
kffacxfA7G4,"Justin Bieber - Baby (Official Music Video) ft. Ludacris","2,695,057,162",0
papuvlVeZg8,"Clean Bandit - Rockabye (feat. Sean Paul & Anne-Marie) [Official Video]","2,648,699,761",0
k2qgadSvNyU,"Dua Lipa - New Rules (Official Music Video)","2,613,661,647",0
5GL9JoH4Sws,"Fifth Harmony - Work from Home (Official Video) ft. Ty Dolla $ign","2,552,681,619",0
kOkQ4T5WO9E,"Calvin Harris - This Is What You Came For (Official Video) ft. Rihanna","2,550,052,419",0
7PCkvCPvDXk,"Meghan Trainor - All About That Bass","2,508,108,791",0
2vjPBrBU-TM,"Sia - Chandelier (Official Video)","2,474,748,575",1
1_zgKRBrT0Y,"Pedro Capó, Farruko - Calma (Remix - Official Video)","2,474,714,909",0
pXRviuL6vMY,"twenty one pilots: Stressed Out [OFFICIAL VIDEO]","2,470,112,324",0
HP-MbfHFUqs,"Wheels On The Bus | Nursery Rhymes for Babies | Learn with Little Baby Bum | ABCs and 123s","2,419,868,617",0
uelHwf8o7_U,"Eminem - Love The Way You Lie ft. Rihanna","2,369,754,566",0
VqEbCxg2bNI,"Natti Natasha ❌ Ozuna - Criminal [Official Video]","2,351,859,526",0
9jI-z9QN6g8,"Casper, Nio García, Darell, Nicky Jam, Bad Bunny, Ozuna - Te Bote Remix (Video Oficial)","2,313,376,459",0
AETFvQonfV8,"श्री हनुमान चालीसा Hanuman Chalisa I GULSHAN KUMAR I HARIHARAN, Full HD Video, Shree Hanuman Chalisa","2,298,001,702",0
fLexgOxsZu0,"Bruno Mars - The Lazy Song (Official Music Video)","2,296,657,192",0
OO53j1uN2oE,"D Billions - Shake, shake your body! Clap, Clap, Cha Cha Cha!","2,283,931,588",0
0dkHZYeIGIk,"LA VACA LOLA canciones infantiles","2,249,283,174",0
AJtDXIazrMo,"Ellie Goulding - Love Me Like You Do (Official Video)","2,244,270,236",0
ALZHF5UqnU4,"Marshmello - Alone (Official Music Video)","2,225,914,671",0
PIh2xe4jnpk,"MAGIC! - Rude (Official Video)","2,201,853,042",0
lY2yjAdbvdQ,"Shawn Mendes - Treat You Better","2,201,604,549",0
DK_0jXPuIr0,"Justin Bieber - What Do You Mean? (Official Music Video)","2,185,430,806",0
TyHvyGVs42U,"Luis Fonsi, Demi Lovato - Échame La Culpa (Video Oficial)","2,184,978,215",0
7wtfhZwyrcc,"Imagine Dragons - Believer","2,168,049,240",0
KQ6zr6kCPj8,"LMFAO ft. Lauren Bennett, GoonRock - Party Rock Anthem (Official Video)","2,141,801,585",0
IcrbM1l_BoI,"Avicii - Wake Me Up (Official Video)","2,138,170,563",0
GMFewiplIbw,"Becky G, Bad Bunny - Mayores (Official Video)","2,112,896,938",0
450p7goxZqg,"John Legend - All of Me (Official Video)","2,078,073,510",0
020g-0hhCAU,"Baby Shark | CoComelon Nursery Rhymes & Kids Songs","2,070,606,396",0
qrmK0k0PN4c,"I WANT SUMO | Doritos Commercial","2,069,119,906",0
_I_D_8Z4sJE,"Nicky Jam x J. Balvin - X (EQUIS) | Video Oficial | Prod. Afro Bros & Jeon","2,059,012,572",0
YBHQbu5rbdQ,"Fifth Harmony - Worth It (Official Video) ft. Kid Ink","2,057,708,800",0
rtOvBOTyX00,"Christina Perri - A Thousand Years [Official Music Video]","2,041,946,665",0
4XLQpRI_wOQ,"This Is The Way | Kids Songs | Super Simple Songs","2,037,968,185",0
FM7MFYoylVs,"The Chainsmokers & Coldplay - Something Just Like This (Lyric)","2,036,809,346",0
Fn9adh4HWUU,"UPA CAVALINHO - Galinha Pintadinha 4 - OFICIAL","2,024,097,718",0
34Na4j8AVgA,"The Weeknd - Starboy ft. Daft Punk (Official Video)","2,014,925,007",0
l0U7SxXHkPY,"Future - Life Is Good (Official Music Video) ft. Drake","2,009,431,381",0
rYEDA3JcQqw,"Adele - Rolling in the Deep (Official Music Video)","1,993,473,743",0
SXiSVQZLje8,"Ariana Grande ft. Nicki Minaj - Side To Side (Official Video) ft. Nicki Minaj","1,986,116,360",0
PMivT7MJ41M,"Bruno Mars - That’s What I Like (Official Music Video)","1,985,528,271",0
lWA2pjMjpBs,"Rihanna - Diamonds","1,895,651,268",0
KTOwPz-zMWY,"Yes Yes Playground Song | CoComelon Nursery Rhymes & Kids Songs","1,892,222,382",0
8UVNT4wvIGY,"Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video]","1,870,123,349",0
HCjNJDNzw8Y,"Camila Cabello - Havana (Audio) ft. Young Thug","1,861,430,131",0
QFs3PIZb3js,"Romeo Santos - Propuesta Indecente (Official Video)","1,858,702,995",0
vjW8wmF5VWc,"Silentó - Watch Me (Whip/Nae Nae) (Official)","1,854,347,645",0
TapXs54Ah3E,"J. Balvin - Ay Vamos (Official Video)","1,842,589,829",0
hLQl3WQQoQ0,"Adele - Someone Like You (Official Music Video)","1,840,395,649",0
8dVt7eE3BAo,"Talking Angela - Summer Fun at the Beach with Talking Tom (Shorts Combo)","1,838,271,940",0
8SbUC-UaAxE,"Guns N' Roses - November Rain","1,836,418,861",0
IHNzOHi8sJs,"BLACKPINK - ‘뚜두뚜두 (DDU-DU DDU-DU)’ M/V","1,827,635,033",0
5Dx8Yd-0i5Q,"Wheels on the Bus | Mother Goose Club  Playhouse Kids Video","1,823,063,515",0
1GDFa-nEzlg,"This Is The Way We Get Dressed | Kids Songs | Super Simple Songs","1,822,932,145",0
uxpDa-c-4Mc,"Drake - Hotline Bling","1,820,980,993",0
tt2k8PGm-TI,"ZAYN - Dusk Till Dawn (Official Video) ft. Sia","1,818,405,030",0
UprcpdwuwCg,"twenty one pilots: Heathens (from Suicide Squad: The Album) [OFFICIAL VIDEO]","1,816,201,229",0
Io0fBr1XBUA,"The Chainsmokers - Don't Let Me Down (Official Video) ft. Daya","1,802,386,741",0
q0hyYWKXF0Q,"TONES AND I - DANCE MONKEY (OFFICIAL VIDEO)","1,799,950,502",0
yzTuBuRdAyA,"The Weeknd - The Hills (Official Video)","1,794,418,568",0
fKopy74weus,"Imagine Dragons - Thunder","1,788,241,552",0
0HDdjwpPM3Y,"Jessie J, Ariana Grande, Nicki Minaj - Bang Bang (Official Video)","1,785,407,277",0
EN1SJT76JoY,"Diana - LIKE IT - Kids Song (Official Video)","1,763,361,518",0
kXYiU_JCYtU,"Numb [Official Music Video] - Linkin Park","1,757,144,458",0
ApXoWvfEYVU,"Post Malone, Swae Lee - Sunflower (Spider-Man: Into the Spider-Verse)","1,749,991,889",1
Vtos9gw1HJI,"Sick Song | CoComelon Nursery Rhymes & Kids Songs","1,744,679,560",0
nYh-n7EOtMA,"Sia - Cheap Thrills (Lyric Video) ft. Sean Paul","1,709,353,880",1
LjhCEhWiKXk,"Bruno Mars - Just The Way You Are (Official Music Video)","1,698,048,915",0
7jpqqBX-Myw,"CNCO - Reggaetón Lento (Bailemos)","1,679,557,606",0
AMTAQ-AJS4Y,"Chino y Nacho - Andas En Mi Cabeza ft. Daddy Yankee (Video Oficial)","1,668,717,819",0
NGLxoKOvzu4,"Jason Derulo - Swalla (feat. Nicki Minaj & Ty Dolla $ign) [Official Music Video]","1,662,054,262",0
QK8mJJJvaes,"MACKLEMORE & RYAN LEWIS - THRIFT SHOP FEAT. WANZ (OFFICIAL VIDEO)","1,660,948,026",0
oyEuk8j8imI,"Justin Bieber - Love Yourself (Official Music Video)","1,646,151,290",0
j5-yKhDd64s,"Eminem - Not Afraid (Official Video)","1,622,797,614",0
Y2T_rIZ4Pho,"Deck the Halls - Christmas Song for Kids | CoComelon Nursery Rhymes & Kids Songs","1,618,047,435",0
YykjpeuMNEk,"Coldplay - Hymn For The Weekend (Official Video)","1,616,938,585",0
GmHrjFIWl6U,"Maluma - Corazón (Official Video) ft. Nego do Borel","1,580,799,650",0
H6qNS9toSWk,"أغنية هالصيصان شو حلوين 2018","1,580,177,142",1
VYtJAuoZxcc,"Una Lady Como Tú - MTZ Manuel Turizo | Video Oficial","1,562,104,239",0
JRfuAukYTKg,"David Guetta - Titanium ft. Sia (Official Video)","1,560,067,402",0
gCYcHz2k5x0,"Martin Garrix - Animals (Official Video)","1,552,701,001",0
0aZ7lPQ5EXs,"El Gallo y la Pata - Canciones de la Granja de Zenón 2","1,550,500,374",0
1G4isv_Fylg,"Coldplay - Paradise (Official Video)","1,544,342,544",0
2S24-y0Ij3Y,"BLACKPINK - 'Kill This Love' M/V","1,533,704,095",0
ru0K8uYEZWw,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"") (Official Video)","1,526,592,337",0
qrO4YZeyl0I,"Lady Gaga - Bad Romance (Official Music Video)","1,524,909,941",0
uO59tfQ2TbA,"David Guetta - Hey Mama (Official Video) ft Nicki Minaj, Bebe Rexha & Afrojack","1,524,259,418",0
KWGrPNqz4uc,"Ozuna - Se Preparó (Video Oficial) | Odisea","1,523,229,532",0
wV3N-wCRL2k,"Wheels on the Bus + More Nursery Rhymes & Kids Songs - CoComelon","1,522,472,884",0
JeLIYZJ3hfM,"Bandar Mama Pahan Pajama - 3D Animated Hindi Rhymes","1,518,739,579",0
ebXbLfLACGM,"Calvin Harris - Summer (Official Video)","1,517,002,997",0
Mtau4v6foHA,"Carlos Vives, Sebastián Yatra - Robarte un Beso (Official Video)","1,501,307,331",0
Sjwl23rk6Tg,"""No No"" Bedtime Song | CoComelon Nursery Rhymes & Kids Songs","1,497,131,113",0
V1Pl8CzNzCw,"Billie Eilish, Khalid - lovely","1,490,161,051",0
CGyEd0aKWZE,"Ellie Goulding - Burn (Official Video)","1,489,508,751",0
EgqUJOudrcM,"Calvin Harris & Disciples - How Deep Is Your Love","1,487,841,415",0
k76BgIb89-s,"Los Ángeles Azules - Nunca Es Suficiente ft. Natalia Lafourcade (Live)","1,484,806,846",0
QcIy9NiNbmo,"Taylor Swift - Bad Blood ft. Kendrick Lamar","1,483,427,746",0
-UV0QGLmYys,"Carlos Vives, Shakira - La Bicicleta","1,483,381,030",0
UqyT8IEBkvY,"Bruno Mars - 24K Magic (Official Music Video)","1,481,623,709",0
ASO_zypdnsQ,"PSY - GENTLEMAN M/V","1,474,072,824",0
fJ9rUzIMcZQ,"Queen – Bohemian Rhapsody (Official Video Remastered)","1,473,198,700",0
foE1mO2yM04,"Mike Posner - I Took A Pill In Ibiza (Seeb Remix) (Explicit)","1,455,181,907",0
CvKgP6Ei-U8,"Surprise Eggs Nursery Rhymes | Old MacDonald Had A Farm | Learn Colours & Farm Animals | ChuChu TV","1,450,719,036",0
L3wKzyIN1yk,"Rag'n'Bone Man - Human (Official Video)","1,448,808,517",0
xTlNMmZKwpA,"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]","1,443,661,655",0
nCkpzqqog4k,"Sam Smith - I'm Not The Only One (Official Video)","1,443,065,268",0
hTWKbfoikeg,"Nirvana - Smells Like Teen Spirit (Official Music Video)","1,440,120,654",0
RKioDWlajvo,"Lehanga : Jass Manak (Official Video) Satti Dhillon | Punjabi Songs | GK DIGITAL | Geet MP3","1,436,726,640",0
fWNaR-rxAic,"Carly Rae Jepsen - Call Me Maybe","1,430,087,470",0
EA_fbT6oN2k,"Johny Johny Yes Papa Nursery Rhyme |  Part 3 -  3D Animation Rhymes & Songs for Children","1,428,763,375",0
VbfpW0pbvaU,"Shawn Mendes - Stitches (Official Video)","1,428,488,969",0
djV11Xbc914,"a-ha - Take On Me (Official Video) [Remastered in 4K]","1,428,266,274",0
R3ldnhH-CP4,"طفلة تعلم الألوان مع الآيس كريم وفينجر باينت شاحنة الاصبع الأسرة الحضانة","1,427,963,001",0
SC4xMk98Pdc,"Post Malone - Congratulations ft. Quavo","1,424,899,969",0
3X9wEwulYhk,"Wisin - Escápate Conmigo (Official Video) ft. Ozuna","1,422,740,584",0
MBdVXkSdhwU,"BTS (방탄소년단) 'DNA' Official MV","1,420,954,604",0
5yFSvgGJsC8,"Spider-Man and Liova play with colored toy wheels","1,416,389,208",0
gdZLi9oWNZg,"BTS (방탄소년단) 'Dynamite' Official MV","1,414,772,083",0
HJkAI-Dhq50,"Yes Yes Bedtime Song | CoComelon Nursery Rhymes & Kids Songs","1,410,877,687",0
VMp55KH_3wo,"Gente de Zona - La Gozadera (Official Video) ft. Marc Anthony","1,405,765,068",0
xpVfcZ0ZcFM,"Drake - God's Plan","1,405,229,830",0
0yW7w8F2TVA,"James Arthur - Say You Won't Let Go","1,402,918,067",0
KlyXNRrsk4A,"Katy Perry - Last Friday Night (T.G.I.F.) (Official Music Video)","1,402,242,885",0
5qm8PH4xAss,"50 Cent - In Da Club (Official Music Video)","1,399,698,996",0
9sg-A-eS6Ig,"Enrique Iglesias - SUBEME LA RADIO (Official Video) ft. Descemer Bueno, Zion & Lennox","1,393,031,909",0
YpkJO_GrCo0,"Laung Laachi Title Song  Mannat Noor | Ammy Virk, Neeru Bajwa,Amberdeep | Latest Punjabi Movie 2018","1,390,033,266",0
OpQFFLBMEPI,"P!nk - Just Give Me A Reason ft. Nate Ruess","1,387,965,320",0
YG2p6XBuSKA,"El Amante - Nicky Jam (Video Oficial)  (Álbum Fénix)","1,382,260,498",0
bwmSjveL3Lc,"BLACKPINK - '붐바야 (BOOMBAYAH)' M/V","1,378,519,005",0
DruYNHN4FYY,"Yes Yes Vegetables Song + More Nursery Rhymes & Kids Songs - CoComelon","1,372,847,915",0
Wm4R8d0d8kU,"Old MacDonald | CoComelon Nursery Rhymes & Kids Songs","1,367,783,914",0
CTFtOOh47oo,"French Montana - Unforgettable ft. Swae Lee","1,362,359,593",0
ktvTqknDobU,"Imagine Dragons - Radioactive","1,359,693,024",0
MuBgIfBR1kA,"Dona Aranha - Galinha Pintadinha 3 - OFICIAL","1,359,164,012",1
Pkh8UtuejGw,"Shawn Mendes, Camila Cabello - Señorita","1,358,340,535",1
YVkUvmDQ3HY,"Eminem - Without Me (Official Music Video)","1,358,068,907",0
-ccCPcujnys,"🦆 Five Little Ducks 🦆@LooLoo Kids - Nursery Rhymes and Children's Songs","1,356,473,477",0
QGJuMBdaqIw,"Katy Perry - Firework (Official Music Video)","1,354,003,305",0
1w7OgIMMRc4,"Guns N' Roses - Sweet Child O' Mine (Official Music Video)","1,350,918,742",0
hHUbLv4ThOo,"Pitbull - Timber (Official Video) ft. Ke$ha","1,350,873,607",0
4aixNcbvnQI,"JOIN^ocean3flip^1440x1080^20#VD76164099","1,350,122,991",0
nfs8NYg7yQM,"Charlie Puth - Attention [Official Video]","1,344,061,192",0
eVTXPUF4Oz4,"In The End [Official HD Music Video] - Linkin Park","1,339,740,810",0
QJO3ROT-A4E,"One Direction - What Makes You Beautiful (Official Video)","1,335,865,380",0
x6Q7c9RyMzk,"Maari 2 - Rowdy Baby (Video Song) | Dhanush, Sai Pallavi | Yuvan Shankar Raja | Balaji Mohan","1,334,106,935",0
J_ub7Etch2U,"Sam Smith - Too Good At Goodbyes (Official Video)","1,328,745,936",0
iS1g8G_njx8,"Ariana Grande ft. Iggy Azalea - Problem (Official Video)","1,324,895,691",0
Bznxx12Ptl0,"AronChupa, Little Sis Nora - I'm an Albatraoz | OFFICIAL VIDEO","1,320,906,221",0
3tmd-ClpJxA,"Taylor Swift - Look What You Made Me Do","1,316,866,371",0
HHCQsk0TZmk,"Ten Little Buses - From Wheels On The Bus | Little Baby Bum - Nursery Rhymes for Kids","1,304,915,893",0
bpOSxM0rNPM,"Arctic Monkeys - Do I Wanna Know? (Official Video)","1,302,771,308",0
RqpKDkVzlqU,"Joey Montana - Picky","1,301,667,493",0
LjxulQ1bEWg,"Tyga - Taste (Official Video) ft. Offset","1,295,757,418",0
VuNIsY6JdUw,"Taylor Swift - You Belong With Me","1,289,693,955",0
OSUxrSe5GbI,"BAD BUNNY x DRAKE - MÍA (Video Oficial)","1,288,998,563",0
QtXby3twMmI,"Coldplay - Adventure Of A Lifetime (Official Video)","1,285,675,058",0
bo_efYhYU2A,"Lady Gaga, Bradley Cooper - Shallow (from A Star Is Born) (Official Music Video)","1,282,629,259",1
XbGs_qK2PQA,"Eminem - Rap God (Explicit)","1,277,728,984",0
YJyNoFkud6g,"Finger Family Collection - 7 Finger Family Songs - Daddy Finger Nursery Rhymes","1,272,604,346",0
7zp1TbLFPp8,"Don Omar - Danza Kuduro ft. Lucenzo","1,270,071,561",1
6NXnxTNIWkc,"4 Non Blondes - What's Up (Official Music Video)","1,269,736,435",0
ycV6cnK3SIs,"BEBE - 6ix9ine Ft. Anuel AA (Prod. By Ronny J) (Official Music Video)","1,269,377,270",0
HL1UzIK-flA,"Rihanna - Work (Explicit) ft. Drake","1,265,174,891",0
6-n_szx2XRE,"Rahat Fateh Ali Khan - Zaroori Tha","1,259,533,235",0
bnVUHWCynig,"Beyoncé - Halo","1,255,620,675",1
PJniSb91tvo,"Maluma - El Perdedor (Official Video)","1,254,828,355",0
QRa9On5_grA,"Mariposita ORIGINAL - Gallina Pintadita 2 - Oficial - Canciones infantiles para niños y bebés","1,251,315,080",1
_UR-l3QI2nE,"ABC SONG | ABC Songs for Children - 13 Alphabet Songs & 26 Videos","1,247,750,173",0
Uws510cVia4,"HA-ASH - Lo Aprendí de Ti (Primera Fila - Hecho Realidad [En Vivo])","1,247,220,078",0
LHCob76kigA,"Lukas Graham - 7 Years [Official Music Video]","1,246,705,074",0
KEI4qSrkPAs,"The Weeknd - Can't Feel My Face (Official Video)","1,242,913,666",0
Pw-0pbY9JeU,"twenty one pilots - Ride (Official Video)","1,242,658,555",0
1-xGerv5FOk,"Alan Walker - Alone","1,241,851,129",0
N-V_omSSi4M,"Mausam Hua Garam | Hindi Rhymes for Children | Infobells","1,232,757,877",0
K2fkCcjzBrQ,"아기상어 체조 | Baby Shark Dance | 상어가족 체조 | 핑크퐁 체조 | 핑크퐁 인기동요","1,231,906,046",0
Kj6ZzR0LKpg,"Main Tota Hindi Rhyme | Children Hindi Rhyme | मैं तोता मैं तोता | Kids Channel India | Hindi Rhyme","1,230,321,955",0
CUYrEiymUMY,"Arcangel x Bad Bunny X Dj Luian X Mambo Kingz - Tu No Vive Asi [Video oficial]","1,221,794,469",0
1358GgXaCr4,"Prenses Esmanın Sihirli Balonları","1,219,066,974",0
7-7knsP2n5w,"Shakira - La La La (Brazil 2014) ft. Carlinhos Brown","1,211,888,779",0
KWZGAExj-es,"Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video)","1,208,152,504",1
nntGTK2Fhb0,"Skrillex and Diplo - ""Where Are Ü Now"" with Justin Bieber (Official Video)","1,205,233,263",0
dPI-mRFEIH0,"Katy Perry - Bon Appétit (Official) ft. Migos","1,203,095,422",0
N2-HsIYd0Go,"Mile Ho Tum - Reprise Version | Neha Kakkar | Tony Kakkar | Fever","1,201,725,071",0
6Ejga4kJUts,"The Cranberries - Zombie (Official Music Video)","1,199,952,057",0
3JWTaaS7LdU,"Whitney Houston - I Will Always Love You (Official 4K Video)","1,198,892,685",0
V1bFr2SWP1I,"OFFICIAL Somewhere over the Rainbow - Israel ""IZ"" Kamakawiwoʻole","1,198,489,260",1
_Yhyp-_hX2s,"Eminem - Lose Yourself [HD]","1,196,990,674",0
nSDgHBxUbVQ,"Ed Sheeran - Photograph (Official Music Video)","1,194,682,082",0
8vrQA-DTp0g,"Wheels On The Bus | Part 8 | Learn with Little Baby Bum | Nursery Rhymes for Babies | ABCs and 123s","1,183,986,675",0
ETLoTxVVvjM,"Christian Nodal - Adiós Amor (Video Oficial)","1,182,514,983",0
6BTjG-dhf5s,"Daddy Yankee - Limbo (Video Oficial)","1,177,329,106",0
QNYB7Tsb880,"உருளைக் கிழங்கு செல்லக்குட்டி | Tamil Rhymes for Children | Infobells","1,174,569,235",0
o3mP3mJDL2k,"Shakira - Can't Remember to Forget You (Official Video) ft. Rihanna","1,173,606,198",0
3yd_eoMOvqk,"MC Kevinho - Olha a Explosão (KondZilla) | Official Music Video","1,172,879,633",0
dQw4w9WgXcQ,"Rick Astley - Never Gonna Give You Up (Official Music Video)","1,167,245,945",0
msSc7Mv0QHY,"J.Geco - Chicken Song","1,166,097,188",0
GDMel6oO2fU,"Balloon Boat Race | CoComelon Nursery Rhymes & Kids Songs","1,165,371,179",0
DyDfgMOUjCI,"Billie Eilish - bad guy","1,162,360,934",1
w7w59Zp8bEM,"Osito Gominola - Full Spanish Version - The Gummy Bear Song","1,162,253,979",0
79DijItQXMM,"Dwayne Johnson - You're Welcome (from Moana/Official Video)","1,156,956,095",0
kTlv5_Bs8aw,"BTS (방탄소년단) 'MIC Drop (Steve Aoki Remix)' Official MV","1,156,748,331",0
jGflUbPQfW8,"OMI - Cheerleader (Felix Jaehn Remix) [Official Video]","1,156,522,830",0
JXRN_LkCa_o,"Chris Brown - Loyal (Official Video) ft. Lil Wayne, Tyga","1,156,343,895",0
JFcgOboQZ08,"DILBAR Lyrical | Satyameva Jayate |John Abraham, Nora Fatehi,Tanishk B, Neha Kakkar,Dhvani, Ikka","1,153,007,848",0
vu5-aKf_QqA,"SIMMBA: Aankh Marey Lyrical | Ranveer Singh, Sara Ali Khan | Tanishk Bagchi, Mika Singh,Neha,Kumar S","1,152,098,923",0
SmM0653YvXU,"Pitbull - Rain Over Me ft. Marc Anthony","1,150,596,533",0
